country,country_code,partner,product_sector,product_sector_code,indicator,year,value,unit,source
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2015,1797.969674,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2016,1831.846052,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2017,1355.479848,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2018,1246.794817,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2019,1407.787,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2020,945.763,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2021,1211.982131,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2022,724.639485,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2023,859.838902,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Imports By Product Group � Annual,2024,996.700001,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2015,5457.820447,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2016,4533.313894,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2017,4622.948444,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2018,5993.601438,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2019,4504.52,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2020,2362.903,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2021,2444.405596,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2022,2310.758532,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2023,4102.498046,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Imports By Product Group � Annual,2024,4268.976455,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2015,633.329544,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2016,627.792191,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2017,637.118681,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2018,968.332537,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2019,1051.628,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2020,886.006,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2021,911.728186,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2022,1045.24749,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2023,1362.635567,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Imports By Product Group � Annual,2024,1404.059683,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2015,3134.35695,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2016,2321.253858,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2017,2617.158196,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2018,3589.660506,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2019,3373.819,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2020,1556.212,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2021,2221.313208,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2022,2152.693135,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2023,1849.804426,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Imports By Product Group � Annual,2024,2042.49591,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2015,2339.109404,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2016,1561.756263,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2017,1938.005194,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2018,2902.451773,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2019,2501.557,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2020,683.086,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2021,686.947823,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2022,696.12826,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2023,585.961904,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Imports By Product Group � Annual,2024,533.08464,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2015,51702.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2016,47089.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2017,46059.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2018,46330.21,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2019,44632.427299,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2020,35547.015545,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2021,37465.826004,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2022,38868.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2023,42842.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2024,45335.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Imports By Product Group � Annual,2025,50100.0,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2015,247.058567,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2016,341.286284,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2017,370.117249,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2018,278.328361,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2019,304.59,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2020,382.395,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2021,494.665662,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2022,396.987017,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2023,334.763194,Million Us Dollar,wto
Algeria,Dza,World,Agricultural Products,Ag,Merchandise Exports By Product Group � Annual,2024,300.377507,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2015,237.275081,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2016,330.768786,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2017,352.325849,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2018,257.879166,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2019,285.424,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2020,367.276,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2021,453.615698,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2022,349.183809,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2023,299.745415,Million Us Dollar,wto
Algeria,Dza,World,Food,Agfo,Merchandise Exports By Product Group � Annual,2024,264.744336,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2015,1092.985423,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2016,989.513005,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2017,940.060833,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2018,1857.648489,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2019,1771.977,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2020,1685.627,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2021,3849.802866,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2022,6063.86575,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2023,4089.263135,Million Us Dollar,wto
Algeria,Dza,World,Manufactures,Ma,Merchandise Exports By Product Group � Annual,2024,3326.381668,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2015,1020.008772,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2016,886.710641,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2017,776.8115,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2018,1540.602582,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2019,1404.647,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2020,1378.982,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2021,2457.503329,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2022,4115.840388,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2023,2251.145026,Million Us Dollar,wto
Algeria,Dza,World,Chemicals,Mach,Merchandise Exports By Product Group � Annual,2024,1981.533261,Million Us Dollar,wto
Algeria,Dza,World,Pharmaceuticals,Machph,Merchandise Exports By Product Group � Annual,2015,2.48943,Million Us Dollar,wto
